 	Area	StdDev	XM	YM	Slice
187	444	4302.062	294.278	170.536	63
188	444	4657.199	367.021	172.233	63
189	449	4385.400	437.520	173.590	63
190	258	9816.269	293.897	170.028	64
191	231	10870.025	367.030	171.980	64
192	236	11313.660	437.783	173.326	64
193	360	7921.491	293.898	170.251	65
194	385	8610.917	367.148	171.838	65
195	410	8532.871	437.669	173.343	65
196	447	4197.285	294.193	170.044	66
197	438	4809.638	367.119	171.497	66
198	449	4584.538	437.570	172.688	66
199	268	9714.468	294.463	169.676	67
200	226	10878.281	367.676	171.811	67
201	231	11299.041	438.431	173.055	67
202	361	7831.856	294.367	170.032	68
203	393	8533.255	367.599	171.663	68
204	405	8680.930	438.206	173.151	68
205	450	4046.691	294.611	170.042	69
206	438	4734.307	367.417	171.579	69
207	454	4630.262	437.935	172.929	69
208	260	9254.739	293.891	170.029	70
209	234	10894.376	367.175	171.457	70
210	239	11297.369	437.924	172.191	70
211	390	8576.042	366.949	171.502	71
212	335	8107.348	293.573	170.576	71
213	409	8698.689	437.541	172.370	71
214	447	4555.507	293.776	170.252	72
215	435	4766.519	366.696	171.096	72
216	451	4641.340	437.181	172.019	72
217	258	9380.713	294.458	169.576	73
218	229	10900.288	367.805	170.918	73
219	242	11265.863	438.583	171.898	73
220	400	8353.323	367.933	170.785	74
221	342	8200.440	294.529	169.940	74
222	416	8331.565	438.513	172.036	74
223	438	4528.596	294.799	169.430	75
224	437	4531.399	367.614	170.387	75
225	447	4251.693	438.103	171.486	75
226	264	9588.618	294.820	169.548	76
227	239	10911.005	368.176	170.733	76
228	240	11259.709	438.968	171.552	76
229	353	8044.605	295.041	169.559	77
230	405	8272.938	368.557	170.293	77
231	409	8424.360	439.149	171.009	77
232	441	4292.619	295.390	169.219	78
233	443	4533.631	368.424	170.037	78
234	451	4574.767	439.008	170.673	78
235	260	9506.905	295.414	169.733	79
236	233	10917.191	368.765	170.876	79
237	238	11280.532	439.573	171.194	79
238	382	7832.060	295.506	169.878	80
239	396	8384.413	369.020	170.654	80
240	407	8572.891	439.678	170.974	80
241	450	4198.082	295.862	169.369	81
242	444	4458.988	368.899	170.204	81
243	446	4525.242	439.381	170.544	81
244	250	9487.013	295.479	169.974	82
245	231	10912.343	368.876	171.221	82
246	233	11341.575	439.644	171.568	82
247	388	7749.968	295.389	169.821	83
248	387	8654.355	368.924	170.817	83
249	389	9124.761	439.622	171.234	83
250	447	4259.001	295.710	169.356	84
251	438	4773.613	368.785	170.611	84
252	448	5224.204	439.379	171.165	84
253	247	9722.769	295.441	169.620	85
254	227	10930.732	368.890	171.111	85
255	231	11317.640	439.719	171.500	85
256	360	8270.927	295.084	169.438	86
257	384	8790.530	368.923	170.740	86
258	375	9469.408	439.594	171.328	86
259	445	4603.189	295.406	169.164	87
260	437	4865.890	368.710	170.656	87
261	452	5395.643	439.328	171.169	87
262	250	9790.401	295.616	169.313	88
263	231	10935.863	369.151	171.205	88
264	233	11302.992	439.983	171.904	88
265	370	7987.994	295.419	168.986	89
266	392	8504.595	369.166	170.508	89
267	397	8989.133	439.799	171.262	89
268	447	4372.189	295.745	168.830	90
269	439	4534.537	368.984	170.423	90
270	449	4829.410	439.549	171.196	90
271	258	9900.924	296.165	168.812	91
272	228	10965.766	369.664	171.043	91
273	231	11341.626	440.465	171.843	91
274	365	8167.913	295.891	168.365	92
275	389	8685.878	369.629	170.533	92
276	398	8877.973	440.331	171.806	92
277	444	4505.771	296.037	168.339	93
278	437	4763.539	369.284	170.585	93
279	452	4830.757	439.827	171.742	93
280	251	9929.014	296.283	168.696	94
281	230	10918.899	369.874	170.440	94
282	237	11362.111	440.689	171.270	94
283	380	8028.102	296.238	168.601	95
284	386	8661.924	370.112	170.106	95
285	403	8784.916	440.791	170.962	95
286	447	4347.617	296.593	168.458	96
287	442	4719.853	369.904	169.978	96
288	453	4800.293	440.450	170.914	96
289	255	9801.727	296.928	168.297	97
290	222	10931.082	370.567	169.910	97
291	237	11347.174	441.397	170.526	97
292	361	8063.227	296.865	168.396	98
293	381	8763.699	370.819	169.757	98
294	399	8913.305	441.533	170.708	98
295	443	4332.409	297.174	168.213	99
296	435	4904.904	370.523	169.529	99
297	450	4937.814	441.143	170.179	99
298	259	9674.779	297.177	169.188	100
299	223	10950.801	370.805	170.025	100
300	229	11353.991	441.668	170.525	100
301	377	7764.094	297.014	169.278	101
302	370	9012.960	371.091	169.738	101
303	382	9359.479	441.820	170.342	101
304	446	4064.887	297.243	169.161	102
305	438	5113.273	370.809	169.835	102
306	444	5378.328	441.402	170.486	102
307	255	9806.162	297.151	170.086	103
308	228	10950.271	370.872	170.507	103
309	233	11367.685	441.663	170.841	103
310	385	7541.883	296.899	170.109	104
311	383	8767.343	370.925	170.227	104
312	400	8952.312	441.651	170.692	104
313	446	3889.164	297.398	169.797	105
314	441	4807.022	370.836	169.966	105
315	445	4664.843	441.368	170.457	105
316	259	9595.013	297.053	169.823	106
317	228	10895.200	370.687	169.735	106
318	239	11309.023	441.476	170.293	106
319	392	8537.969	370.642	169.723	107
320	384	7339.658	296.650	169.961	107
321	406	8596.574	441.292	170.478	107
322	446	3690.162	297.225	169.580	108
323	436	4659.678	370.487	169.545	108
324	448	4593.145	441.101	170.399	108
325	225	10967.240	370.024	170.027	109
326	240	9570.989	296.688	170.142	109
327	240	11363.393	440.813	170.730	109
328	375	8943.808	369.890	169.831	110
329	403	8850.212	440.531	170.786	110
330	373	7723.474	296.117	170.147	110
331	450	4282.320	296.464	169.743	111
332	434	5045.228	369.690	169.688	111
333	447	4737.847	440.190	170.614	111
334	243	9604.656	296.262	170.207	112
335	223	10953.144	369.699	170.104	112
336	229	11343.430	440.494	170.899	112
337	379	8967.390	369.700	169.794	113
338	394	7482.009	296.041	170.073	113
339	396	8896.895	440.324	170.773	113
340	449	4074.727	296.376	169.793	114
341	433	5136.963	369.502	169.543	114
342	452	4867.067	440.091	170.167	114
343	246	9556.246	295.830	170.796	115
344	221	10894.435	369.332	170.144	115
345	223	11335.297	440.161	170.781	115
346	395	7498.053	295.536	170.671	116
347	344	9572.206	369.283	169.809	116
348	336	10024.189	439.989	170.573	116
349	438	5657.218	369.003	169.694	117
350	451	4113.933	295.846	170.313	117
351	440	5923.612	439.606	170.430	117
352	244	9677.841	296.045	170.831	118
353	225	10901.202	369.446	170.463	118
354	229	11392.789	440.271	171.270	118
355	391	7708.423	295.927	170.584	119
356	354	9440.226	369.606	170.225	119
357	374	9533.916	440.344	171.157	119
358	438	5552.659	369.158	170.029	120
359	449	4165.657	296.052	170.519	120
360	444	5437.613	439.794	171.011	120
361	224	10893.142	369.118	170.077	121
362	245	9457.566	295.625	170.518	121
363	225	11347.704	439.907	170.923	121
364	373	7891.233	295.523	170.336	122
365	357	9451.405	369.430	169.731	122
366	380	9304.973	440.114	170.663	122
367	435	5653.650	369.313	169.208	123
368	449	4301.924	296.034	169.778	123
369	446	5327.392	439.865	170.169	123
370	244	9899.047	295.719	169.807	124
371	223	10827.964	369.210	169.198	124
372	232	11348.884	440.008	170.354	124
373	358	8209.658	295.537	169.570	125
374	343	9579.303	369.487	168.704	125
375	385	9186.002	440.139	169.834	125
376	433	5793.389	369.363	168.549	126
377	440	4731.489	295.976	169.402	126
378	447	5375.577	439.954	169.922	126
379	245	9464.140	296.010	169.722	127
380	226	10893.362	369.389	169.228	127
381	233	11410.552	440.237	170.598	127
382	361	8059.707	295.628	169.570	128
383	350	9517.220	369.666	168.830	128
384	386	9204.600	440.260	170.351	128
385	432	5665.334	369.542	168.656	129
386	441	4819.876	296.111	169.382	129
387	449	5122.310	440.114	170.118	129
388	245	9584.447	296.139	169.135	130
389	223	10868.601	369.456	169.030	130
390	234	11381.708	440.268	170.745	130
391	351	8432.966	295.591	168.902	131
392	355	9418.169	369.389	168.611	131
393	394	9053.983	440.013	170.516	131
394	441	5001.069	296.009	168.750	132
395	436	5488.200	369.332	168.487	132
396	444	4987.226	439.878	170.270	132
397	249	9508.276	296.262	168.855	133
398	227	10905.429	369.494	169.060	133
399	236	11321.108	440.234	170.864	133
400	353	8561.309	295.914	168.662	134
401	369	9237.925	369.565	168.341	134
402	402	8744.813	440.157	170.563	134
403	435	5014.639	296.237	168.643	135
404	439	5351.918	369.279	168.353	135
405	444	4582.901	439.807	170.236	135
406	253	9367.338	296.171	168.270	136
407	227	10918.833	369.372	168.386	136
408	234	11373.974	440.178	169.904	136
409	375	7875.419	295.795	168.100	137
410	365	9328.105	369.346	167.906	137
411	401	8846.193	439.982	169.822	137
412	447	4540.413	296.071	167.956	138
413	443	5420.495	369.030	167.884	138
414	444	4793.242	439.480	169.626	138
415	251	9278.353	295.410	168.259	139
416	225	10919.707	368.700	168.152	139
417	238	11321.326	439.518	169.645	139
418	374	9161.628	368.882	167.747	140
419	378	7758.535	295.258	168.138	140
420	404	8588.829	439.430	169.344	140
421	449	4408.984	295.443	168.156	141
422	440	5212.993	368.498	167.683	141
423	447	4485.016	438.964	169.238	141
424	253	9374.127	295.507	167.854	142
425	227	10905.209	368.709	167.805	142
426	235	11280.654	439.551	169.150	142
427	379	9024.092	369.116	167.694	143
428	381	7733.082	295.671	167.863	143
429	414	8515.629	439.681	169.244	143
430	451	4306.526	295.856	167.731	144
431	436	5115.413	368.870	167.582	144
432	451	4536.161	439.341	169.125	144
433	258	9272.691	295.572	167.384	145
434	227	10968.904	368.831	167.648	145
435	235	11332.366	439.674	168.699	145
436	369	8020.307	295.402	167.520	146
437	380	9038.198	369.037	167.330	146
438	404	8760.355	439.684	168.552	146
439	447	4435.153	295.853	167.219	147
440	438	5218.064	368.994	167.057	147
441	449	4668.245	439.477	168.198	147
442	254	9414.041	295.881	166.778	148
443	228	10976.577	369.017	167.605	148
444	235	11341.057	439.832	169.006	148
445	363	8047.132	295.815	166.700	149
446	380	9007.542	369.084	167.382	149
447	401	8718.367	439.790	169.047	149
448	450	4348.757	296.416	166.399	150
449	444	5148.655	369.177	167.184	150
450	449	4728.191	439.727	168.720	150
451	259	9511.285	295.961	166.163	151
452	225	11021.678	369.088	168.002	151
453	234	11302.157	439.931	169.655	151
454	359	8114.706	295.794	166.220	152
455	379	9108.321	369.125	167.597	152
456	397	8933.288	439.818	169.412	152
457	440	4251.373	296.080	165.972	153
458	434	5292.527	368.819	167.426	153
459	449	5089.257	439.371	169.101	153
460	259	9326.440	296.049	166.759	154
461	225	11051.817	369.047	168.061	154
462	233	11357.163	439.878	169.380	154
463	384	7613.030	295.796	166.835	155
464	371	9254.160	368.990	167.712	155
465	394	8946.213	439.688	169.192	155
466	451	3991.928	296.080	166.570	156
467	431	5277.969	368.710	167.529	156
468	449	4884.835	439.250	168.804	156
469	268	9324.498	295.559	167.373	157
470	226	11015.346	368.733	167.906	157
471	227	11325.338	439.599	168.922	157
472	398	7215.438	295.537	167.367	158
473	372	9409.117	369.054	167.472	158
474	379	9328.022	439.807	168.439	158
475	460	3867.004	295.939	166.847	159
476	433	5494.408	368.775	167.329	159
477	450	5399.491	439.373	168.217	159
478	271	9360.898	295.335	167.133	160
479	227	11013.872	368.531	167.426	160
480	231	11293.250	439.466	168.040	160
481	413	7061.709	295.412	167.090	161
482	366	9402.281	368.930	167.045	161
483	381	9270.850	439.688	167.817	161
484	460	3715.258	296.189	166.671	162
485	437	5495.526	368.936	167.090	162
486	449	5274.033	439.581	167.821	162
487	279	9320.765	295.572	166.487	163
488	226	11019.431	368.842	167.573	163
489	232	11361.648	439.752	168.436	163
490	408	7356.098	295.294	166.211	164
491	376	9253.666	368.960	166.999	164
492	399	8931.550	439.658	167.594	164
493	460	3867.793	295.921	165.802	165
494	438	5303.572	368.741	166.992	165
495	450	4831.025	439.331	167.797	165
496	277	9184.638	295.073	166.438	166
497	229	10976.353	368.355	167.343	166
498	237	11290.851	439.249	167.796	166
499	408	7343.400	295.003	166.084	167
500	387	9027.753	368.464	166.679	167
501	411	8449.758	439.129	167.317	167
502	451	4089.911	295.525	165.615	168
503	437	5118.217	368.185	166.575	168
504	447	4373.240	438.786	167.283	168
505	249	9277.356	295.117	165.253	169
506	228	10923.324	368.123	166.130	169
507	246	11229.916	439.026	166.568	169
508	389	8004.185	294.999	165.268	170
509	386	8948.494	368.274	165.662	170
510	420	8058.920	438.898	166.087	170
511	435	4636.255	295.197	164.966	171
512	435	5045.088	367.918	165.568	171
513	454	4046.867	438.409	166.020	171
514	243	9511.497	295.002	165.066	172
515	230	10897.019	367.984	165.228	172
516	256	11026.433	438.892	165.606	172
517	391	8722.346	368.328	164.633	173
518	411	8358.480	439.009	165.383	173
519	362	8650.210	295.011	165.394	173
520	438	4863.014	367.993	164.519	174
521	448	4545.618	438.498	165.208	174
522	430	5104.761	295.085	165.109	174
523	238	9915.941	295.089	164.959	175
524	225	10754.318	368.082	164.291	175
525	236	11285.217	438.962	164.754	175
526	394	8752.392	368.437	163.752	176
527	391	8897.049	439.132	164.647	176
528	342	8976.588	295.103	165.138	176
529	436	5036.420	368.233	163.587	177
530	444	4813.179	438.815	164.159	177
531	431	5214.435	295.295	164.930	177
532	223	10771.631	367.925	163.631	178
533	239	10044.584	294.885	164.613	178
534	231	11328.012	438.804	164.537	178
535	378	9085.796	368.274	163.288	179
536	370	9489.449	439.021	164.405	179
537	343	8817.978	294.706	164.995	179
538	435	5305.797	368.200	163.137	180
539	442	5308.019	438.780	164.131	180
540	435	5099.616	295.129	164.631	180
541	221	10734.268	368.712	162.819	181
542	245	9556.304	295.584	164.182	181
543	232	11320.695	439.605	163.497	181
544	376	9112.203	368.971	162.754	182
545	363	9589.105	439.572	163.702	182
546	370	7934.281	295.412	164.397	182
547	435	5425.081	368.893	162.374	183
548	446	5628.735	439.475	163.223	183
549	447	4339.957	295.861	163.900	183
550	222	10706.615	368.671	162.015	184
551	227	11256.769	439.551	162.838	184
552	243	9698.828	295.710	163.535	184
553	361	9323.898	368.770	161.954	185
554	363	8092.828	295.284	163.600	185
555	337	10053.246	439.447	162.824	185
556	429	5803.919	368.671	161.579	186
557	448	6139.279	439.266	162.110	186
558	442	4414.867	295.638	163.345	186
559	252	9638.806	296.131	163.392	187
560	218	10721.911	369.015	161.973	187
561	224	11233.316	439.926	163.063	187
562	360	9397.934	369.281	161.655	188
563	335	10107.412	439.963	162.790	188
564	361	8161.347	296.186	163.503	188
565	432	5733.511	368.996	161.479	189
566	440	6049.446	439.509	162.535	189
567	438	4443.975	296.146	163.175	189
568	223	10712.913	369.087	161.599	190
569	226	11219.009	439.998	161.854	190
570	250	9730.471	296.214	163.894	190
571	360	9366.420	369.240	161.279	191
572	357	9689.011	439.976	161.415	191
573	376	7910.116	296.201	163.816	191
574	437	5777.154	368.848	160.997	192
575	441	5944.389	439.412	161.137	192
576	443	4354.198	296.103	163.359	192
577	225	10697.887	369.278	161.927	193
578	226	11210.876	440.204	162.324	193
579	257	9512.654	296.325	164.185	193
580	347	9596.117	369.539	161.619	194
581	331	10097.108	440.268	161.891	194
582	383	7746.924	296.333	163.877	194
583	433	5868.982	369.371	161.273	195
584	441	5946.519	439.946	161.352	195
585	438	4419.381	296.422	163.554	195
586	230	10739.110	368.937	162.553	196
587	226	11195.933	439.809	162.756	196
588	264	9450.364	295.933	164.771	196
589	345	9717.241	369.437	162.268	197
590	328	10140.682	440.138	162.351	197
591	401	7625.308	296.167	164.302	197
592	434	6055.171	369.037	162.150	198
593	437	6048.790	439.689	162.295	198
594	443	4155.654	296.088	164.065	198
595	266	9561.062	295.795	164.032	199
596	229	10738.275	368.690	162.923	199
597	227	11234.940	439.620	163.603	199
598	355	9514.998	369.092	162.668	200
599	392	7889.203	296.112	163.771	200
600	340	9908.337	439.855	163.622	200
601	434	5936.679	368.986	162.269	201
602	442	6070.216	439.565	162.924	201
603	436	4250.903	296.123	163.378	201
604	266	9614.126	296.010	163.326	202
605	230	10702.857	368.852	162.644	202
606	227	11294.397	439.733	163.950	202
607	367	9229.400	369.120	162.404	203
608	392	7784.082	296.184	163.215	203
609	372	9381.570	439.876	163.370	203
610	437	5531.433	369.027	162.130	204
611	446	5366.390	439.591	163.143	204
612	430	4197.297	296.260	162.935	204
613	267	9808.679	295.715	163.508	205
614	228	10700.196	368.555	162.602	205
615	229	11284.658	439.424	163.669	205
616	385	8939.936	368.700	162.350	206
617	384	9160.160	439.403	163.390	206
618	388	8044.053	295.717	163.484	206
619	435	5325.418	368.581	162.261	207
620	433	4452.818	295.687	163.355	207
621	440	5184.800	439.162	163.581	207
622	262	9518.505	296.190	163.107	208
623	231	10699.838	368.926	162.569	208
624	231	11321.551	439.814	163.736	208
625	388	8815.798	368.905	162.269	209
626	395	8992.587	439.625	163.543	209
627	385	7758.049	296.151	163.145	209
628	436	5199.059	368.616	162.351	210
629	440	4583.236	296.138	163.214	210
630	442	5040.752	439.204	163.502	210
631	259	9680.085	296.359	163.057	211
632	232	10684.908	369.029	162.806	211
633	238	11268.435	439.901	164.232	211
634	396	8611.733	369.028	162.676	212
635	409	8495.047	439.788	163.984	212
636	378	7896.371	296.397	163.334	212
637	441	4941.562	368.844	162.543	213
638	444	4507.139	296.557	163.465	213
639	450	4587.648	439.414	163.789	213
640	286	9370.533	296.447	163.187	214
641	232	10744.352	369.210	163.007	214
642	234	11321.116	440.098	164.395	214
643	392	8800.295	369.499	162.928	215
644	399	7569.153	296.766	163.525	215
645	396	8856.648	440.330	164.411	215
646	443	5157.928	369.159	162.772	216
647	447	4322.363	296.805	163.344	216
648	442	4778.974	439.803	164.157	216
649	270	9674.733	296.645	163.302	217
650	232	10743.248	369.288	163.359	217
651	239	11286.390	440.239	164.814	217
652	404	7578.497	296.945	163.636	218
653	391	8825.011	369.567	163.326	218
654	407	8779.259	440.357	164.872	218
655	445	5157.737	369.228	162.854	219
656	456	4117.783	296.790	163.496	219
657	448	4842.399	439.890	164.513	219
658	262	9688.656	296.483	162.947	220
659	231	10752.674	369.131	162.829	220
660	237	11294.412	440.032	164.512	220
661	381	7897.522	296.592	163.102	221
662	383	8947.861	369.254	162.623	221
663	394	8829.256	439.998	164.403	221
664	440	5370.258	369.100	162.293	222
665	454	4462.399	296.672	163.063	222
666	448	4984.683	439.742	163.938	222
667	248	9991.060	295.818	162.927	223
668	230	10775.987	368.608	162.447	223
669	226	11304.192	439.480	164.033	223
670	382	8079.872	295.981	163.130	224
671	380	9063.880	368.834	162.190	224
672	385	9168.622	439.628	164.080	224
673	443	5450.200	368.737	161.934	225
674	459	4498.683	296.174	163.014	225
675	445	5192.474	439.385	163.766	225
676	247	9895.996	295.636	163.649	226
677	229	10783.108	368.454	163.082	226
678	229	11282.544	439.363	164.664	226
679	375	9084.448	368.615	162.657	227
680	381	8043.556	295.769	163.633	227
681	378	9224.458	439.419	164.296	227
682	436	5380.011	368.662	162.552	228
683	454	4414.934	296.103	163.413	228
684	447	5136.537	439.297	164.199	228
685	249	9942.839	295.989	163.765	229
686	230	10805.508	368.813	162.647	229
687	235	11269.652	439.754	163.296	229
688	385	8884.659	368.888	162.533	230
689	391	7809.030	295.894	163.886	230
690	391	8995.929	439.662	163.444	230
691	441	5151.906	368.851	162.145	231
692	449	4878.768	439.437	162.914	231
693	443	4228.746	296.174	163.714	231
694	229	10829.901	368.656	162.538	232
695	241	9874.939	295.889	164.016	232
696	231	11305.496	439.584	163.447	232
697	386	8976.003	368.597	162.214	233
698	384	9144.708	439.370	162.972	233
699	392	7790.355	295.881	164.121	233
700	439	5252.379	368.486	162.036	234
701	443	5208.034	439.111	162.685	234
702	459	4401.376	296.046	164.123	234
703	226	10842.644	368.552	162.543	235
704	238	9985.015	295.792	164.188	235
705	231	11349.475	439.473	163.462	235
706	387	8945.289	368.707	162.184	236
707	393	7797.485	296.088	164.035	236
708	393	8991.511	439.527	163.245	236
709	443	5235.238	368.517	161.978	237
710	449	5095.806	439.154	163.000	237
711	465	4286.024	296.175	163.913	237
712	256	9609.684	296.087	163.173	238
713	227	10878.963	368.851	162.352	238
714	229	11312.047	439.758	163.661	238
715	413	7469.420	296.460	163.275	239
716	386	8987.568	368.915	162.057	239
717	387	9179.892	439.759	163.558	239
718	444	5223.419	368.538	161.972	240
719	455	4017.492	296.311	163.391	240
720	448	5197.142	439.225	163.388	240
721	270	9355.224	295.596	162.765	241
722	229	10941.112	368.457	162.724	241
723	228	11332.290	439.363	164.589	241
724	423	7245.570	296.040	162.815	242
725	381	9108.184	368.682	162.385	242
726	376	9395.201	439.546	164.172	242
727	444	5352.889	368.356	162.300	243
728	464	4034.093	296.085	162.868	243
729	447	5441.938	439.030	164.216	243
730	269	9078.790	295.544	162.184	244
731	225	10952.371	368.329	162.908	244
732	228	11331.556	439.231	164.960	244
733	435	6898.835	295.828	162.482	245
734	369	9335.020	368.547	162.722	245
