 	Area	StdDev	XM	YM	Slice
59	433	3713.105	247.858	182.141	30
60	521	2142.064	319.632	187.787	30
61	253	8781.831	246.901	183.773	31
62	385	8895.847	319.518	188.538	31
63	377	7092.146	247.356	183.444	32
64	436	5155.683	319.344	188.488	32
65	451	4317.955	247.402	182.945	33
66	505	2285.263	319.390	188.359	33
67	248	8702.770	246.964	184.139	34
68	392	8643.718	319.396	189.670	34
69	364	7446.310	247.239	183.856	35
70	442	4920.928	319.071	189.494	35
71	443	4547.361	247.285	183.650	36
72	514	2239.700	319.079	189.410	36
73	249	8656.605	246.369	185.366	37
74	400	8439.142	318.646	191.073	37
75	360	7396.212	246.728	185.109	38
76	442	4674.256	318.543	190.805	38
77	448	4485.158	247.023	184.761	39
78	523	2188.471	318.887	190.574	39
79	244	8914.992	246.344	186.246	40
80	398	8511.459	318.751	191.845	40
81	349	7660.353	246.684	185.845	41
82	437	4836.023	318.596	191.482	41
83	449	4533.195	246.861	185.108	42
84	521	2186.853	318.832	191.067	42
85	240	9001.614	246.763	186.320	43
86	407	8181.061	319.091	191.975	43
87	344	7662.724	246.737	186.834	44
88	444	4346.394	318.569	192.308	44
89	449	4594.550	246.926	186.556	45
90	535	2115.390	318.689	192.284	45
91	237	9552.347	245.954	187.521	46
92	407	8296.150	318.271	193.343	46
93	353	7690.547	246.281	187.399	47
94	449	4565.773	318.053	193.080	47
95	451	4381.161	246.610	186.948	48
96	527	2154.344	318.328	192.962	48
97	246	9690.857	245.632	188.037	49
98	408	8308.974	318.052	193.930	49
99	358	8024.547	246.143	187.981	50
100	445	4571.235	317.852	193.656	50
101	448	4132.050	246.304	187.551	51
102	537	2123.685	318.059	193.522	51
103	248	9564.048	245.424	188.647	52
104	408	8155.298	317.938	194.577	52
105	384	7888.301	245.536	188.238	53
106	448	4455.268	317.745	194.269	53
107	447	4316.088	246.026	187.866	54
108	547	2077.836	317.877	194.207	54
109	246	9464.948	245.042	189.046	55
110	407	8254.594	317.594	195.663	55
111	374	7968.076	245.085	188.673	56
112	444	4574.536	317.360	195.379	56
113	449	4352.127	245.547	188.157	57
114	538	2145.957	317.538	195.185	57
115	245	9569.452	244.917	189.198	58
116	414	8213.468	317.480	196.508	58
117	386	7786.723	244.874	188.914	59
118	445	4499.290	317.225	196.271	59
119	448	3998.250	245.212	188.389	60
120	537	2132.631	317.274	195.970	60
121	244	9628.202	244.351	189.294	61
122	402	8543.753	316.986	196.903	61
123	386	7863.370	244.363	189.272	62
124	447	4889.210	316.825	196.815	62
125	447	3985.918	244.741	188.623	63
126	528	2189.297	316.870	196.356	63
127	247	9692.311	244.070	190.100	64
128	400	8664.344	316.824	197.225	64
129	399	7701.040	244.085	190.032	65
130	443	5030.858	316.693	197.056	65
131	449	3832.969	244.524	189.582	66
132	519	2246.682	316.726	196.858	66
133	254	9607.683	243.954	190.134	67
134	404	8575.659	316.727	197.390	67
135	408	7404.610	243.960	189.885	68
136	446	4876.716	316.504	196.974	68
137	451	3600.422	244.383	189.492	69
138	526	2166.355	316.613	196.959	69
139	266	9531.214	243.969	190.352	70
140	404	8240.218	316.901	197.405	70
141	419	6828.595	244.046	189.889	71
142	445	4582.298	316.775	197.002	71
143	457	3196.442	244.390	189.648	72
144	538	2154.357	316.794	196.911	72
145	282	9511.304	243.532	190.180	73
146	400	8517.353	316.683	197.363	73
147	423	6622.043	243.605	189.736	74
148	442	4953.957	316.414	196.761	74
149	459	2970.584	243.919	189.371	75
150	526	2233.270	316.441	196.616	75
151	276	9352.221	243.329	190.329	76
152	402	8458.999	316.418	197.047	76
153	423	6678.215	243.275	189.912	77
154	445	4835.912	316.122	196.698	77
155	455	2973.056	243.732	189.242	78
156	527	2174.149	316.233	196.334	78
157	287	9456.712	243.009	190.227	79
158	407	8353.263	316.253	197.278	79
159	423	6681.665	243.230	189.857	80
160	445	4738.161	316.029	196.938	80
161	456	3125.741	243.686	189.361	81
162	536	2184.812	316.092	196.744	81
163	279	9643.440	242.660	190.071	82
164	400	8620.900	315.858	197.220	82
165	419	6867.454	242.696	190.018	83
166	446	4887.101	315.578	196.954	83
167	459	3112.432	243.169	189.557	84
168	522	2213.369	315.439	196.752	84
169	266	9851.934	242.685	189.779	85
170	394	8873.200	315.798	197.376	85
171	404	6935.096	242.647	189.528	86
172	443	5189.933	315.510	197.134	86
173	450	2933.638	242.949	189.005	87
174	510	2310.221	315.462	196.754	87
175	276	9928.883	241.943	189.280	88
176	387	9045.609	315.477	196.537	88
177	399	6874.295	242.323	189.131	89
178	442	5354.520	315.347	196.279	89
179	458	2966.421	242.557	188.763	90
180	502	2342.677	315.248	195.998	90
181	272	9926.494	241.560	189.414	91
182	379	9229.544	315.092	196.080	91
183	384	7115.206	241.894	189.125	92
184	443	5520.358	314.829	195.749	92
185	456	2994.092	242.164	188.635	93
186	499	2408.172	314.836	195.482	93
187	294	9999.431	241.318	188.583	94
188	389	8975.889	315.001	195.877	94
189	393	6954.104	241.620	188.359	95
190	438	5187.384	314.649	195.387	95
191	462	2975.041	242.089	188.348	96
192	513	2301.816	314.732	195.124	96
193	294	9808.040	241.087	188.856	97
194	388	8954.857	314.681	195.712	97
195	381	7081.481	241.522	188.729	98
196	441	5324.436	314.389	195.255	98
197	457	3055.200	241.702	188.581	99
198	504	2344.294	314.273	194.810	99
199	281	9532.192	240.362	188.947	100
200	389	9133.246	313.987	194.807	100
201	391	7090.933	240.541	188.970	101
202	439	5548.236	313.688	194.661	101
203	453	3244.501	240.812	188.956	102
204	502	2441.589	313.581	194.303	102
205	296	9086.288	239.707	189.353	103
206	380	9260.131	313.446	194.115	103
207	401	7111.651	240.062	189.395	104
208	437	5729.447	313.343	193.796	104
209	452	3386.240	240.479	189.000	105
210	491	2463.088	313.225	193.586	105
211	288	9076.857	239.547	189.963	106
212	355	9687.261	313.273	194.266	106
213	411	7047.866	239.844	189.716	107
214	440	6092.801	313.173	193.916	107
215	447	3504.058	240.355	189.314	108
216	483	2629.780	313.059	193.700	108
217	291	9353.331	239.488	189.450	109
218	359	9669.707	313.413	194.197	109
219	408	7094.602	239.700	189.291	110
220	439	6109.682	313.096	193.776	110
221	452	3279.246	240.317	188.751	111
222	484	2593.973	313.019	193.482	111
223	293	9234.041	239.403	189.268	112
224	358	9655.704	313.239	194.005	112
225	397	7178.176	239.637	189.067	113
226	439	6191.381	312.892	193.719	113
227	448	3382.099	240.084	188.423	114
228	475	2578.759	312.798	193.220	114
229	252	9893.879	239.682	188.603	115
230	359	9664.630	313.191	193.402	115
231	396	7575.654	239.608	188.706	116
232	442	6125.220	312.923	193.220	116
233	439	3874.938	239.896	188.442	117
234	481	2642.933	312.717	192.861	117
235	251	9819.421	239.359	188.836	118
236	353	9658.432	312.852	193.286	118
237	393	7543.347	239.230	188.834	119
238	441	6097.527	312.571	192.924	119
239	439	3931.397	239.564	188.561	120
240	479	2595.556	312.383	192.577	120
241	249	9444.402	239.462	189.466	121
242	358	9739.403	312.706	193.003	121
243	405	7417.724	239.434	189.296	122
244	435	6069.853	312.596	192.453	122
245	438	3929.053	239.888	188.843	123
246	482	2554.721	312.552	192.124	123
247	249	9664.618	239.412	189.627	124
248	361	9593.501	312.826	192.932	124
249	399	7438.933	239.207	189.509	125
250	439	5938.278	312.408	192.292	125
251	444	3792.229	239.605	189.021	126
252	482	2488.702	312.463	191.935	126
253	275	9335.227	238.661	189.876	127
254	366	9511.632	312.549	192.731	127
255	394	7426.093	238.764	189.977	128
256	437	5897.839	312.400	192.406	128
257	438	3539.813	239.222	189.516	129
258	483	2531.928	312.252	192.147	129
259	291	8988.028	238.727	190.406	130
260	364	9551.495	312.734	193.128	130
261	405	7364.289	238.891	190.343	131
262	439	5807.525	312.392	192.873	131
263	439	3537.100	239.348	189.775	132
264	488	2526.609	312.245	192.341	132
265	291	9252.979	238.705	190.802	133
266	367	9577.933	312.591	192.865	133
267	421	6908.995	238.797	190.698	134
268	435	5928.894	312.390	192.584	134
269	446	3310.423	239.313	190.357	135
270	489	2574.248	312.234	192.312	135
271	313	8727.332	238.428	190.858	136
272	365	9576.376	312.621	192.704	136
273	426	6897.407	238.754	190.690	137
274	440	5852.124	312.445	192.403	137
275	444	3368.653	239.510	190.194	138
276	486	2515.957	312.446	192.241	138
277	311	8684.387	238.758	190.526	139
278	375	9360.437	312.856	193.330	139
279	423	7151.095	238.975	190.245	140
280	442	5750.771	312.661	193.011	140
281	441	3359.718	239.633	189.873	141
282	488	2455.865	312.590	192.938	141
283	316	8890.573	239.391	190.657	142
284	386	9148.895	313.422	194.445	142
285	420	7282.450	239.619	190.451	143
286	441	5385.713	313.192	194.134	143
287	440	3263.915	240.245	190.244	144
288	502	2361.973	313.138	193.882	144
289	313	9034.427	240.134	192.006	145
290	396	8869.370	314.100	195.161	145
291	414	7162.939	240.518	191.817	146
292	444	5074.659	313.973	194.969	146
293	444	3032.257	241.034	191.304	147
294	518	2254.927	313.948	194.975	147
295	302	9180.281	241.183	192.942	148
296	402	8581.096	314.755	195.912	148
297	412	7039.259	241.506	192.757	149
298	446	4866.103	314.783	195.698	149
299	447	3064.568	241.784	192.243	150
300	528	2232.871	314.733	195.693	150
301	260	9618.607	242.342	193.442	151
302	410	8327.987	315.555	197.267	151
303	410	6997.744	242.172	193.397	152
304	447	4596.239	315.430	196.912	152
305	446	3065.142	242.593	193.021	153
306	541	2154.099	315.476	196.831	153
307	272	9181.650	243.681	195.304	154
308	414	7940.381	316.685	197.953	154
309	425	6554.744	243.553	194.922	155
310	442	4065.023	316.538	197.543	155
311	454	3035.920	243.913	194.391	156
312	572	1994.889	316.686	197.512	156
313	286	9031.453	244.211	196.482	157
314	426	7475.348	317.108	198.760	157
315	429	6399.303	244.127	195.996	158
316	454	3731.439	317.071	198.367	158
317	452	2862.127	244.414	195.412	159
318	596	1877.032	317.178	198.260	159
319	435	6755.197	318.212	199.020	160
320	298	8845.335	245.620	197.281	160
321	436	6214.385	245.541	196.951	161
322	457	3154.012	318.208	198.754	161
323	459	2740.542	245.759	196.515	162
324	624	1535.085	318.279	198.429	162
325	435	6176.816	319.017	199.313	163
326	309	8673.645	246.671	198.273	163
327	439	5929.965	246.493	197.674	164
328	467	2809.320	318.944	198.962	164
329	656	1338.749	318.856	198.533	165
330	461	2564.165	246.601	197.055	165
331	443	5600.021	319.814	199.777	166
332	310	8696.069	247.835	198.551	166
333	439	5969.766	247.647	198.120	167
334	478	2545.272	319.821	199.722	167
335	462	2568.700	247.800	197.684	168
336	671	1100.434	319.781	199.318	168
337	446	5490.676	320.499	200.019	169
338	330	8322.732	248.511	199.427	169
339	444	5516.737	248.214	198.869	170
340	479	2513.002	320.389	199.861	170
341	670	1104.311	320.269	199.539	171
342	468	2432.664	248.272	198.408	171
343	342	8154.959	248.941	198.935	172
344	444	5210.215	320.678	199.834	172
345	451	5412.714	248.814	198.434	173
346	493	2432.203	320.776	199.581	173
347	481	2397.777	248.980	198.027	174
348	680	1000.039	320.733	199.250	174
349	359	7891.953	249.627	198.788	175
350	444	4641.029	321.112	199.960	175
351	454	4985.154	249.397	198.413	176
352	515	2271.368	321.163	199.607	176
353	492	2299.156	249.765	198.169	177
354	693	921.567	321.372	199.362	177
355	365	7753.190	250.387	199.267	178
356	448	4443.952	321.885	199.823	178
357	455	4883.399	250.239	198.847	179
358	521	2198.819	321.958	199.709	179
359	697	906.848	321.916	199.287	180
360	499	2223.991	250.448	198.605	180
361	371	7631.677	250.874	200.030	181
362	448	4338.148	322.325	200.566	181
363	452	4636.372	250.726	199.670	182
364	530	2195.285	322.471	200.564	182
365	702	910.279	322.412	199.951	183
366	504	2146.153	251.092	199.362	183
367	368	7579.232	251.325	200.224	184
368	448	4606.194	322.753	201.660	184
369	457	4697.184	251.114	199.915	185
370	515	2265.774	322.792	201.560	185
371	698	920.310	322.706	201.227	186
372	511	2126.724	251.447	199.837	186
373	371	7491.852	251.413	199.766	187
374	449	4380.366	322.795	202.247	187
375	457	4321.682	251.332	199.570	188
376	528	2202.661	322.868	201.901	188
377	520	2010.825	251.614	199.640	189
378	695	905.395	322.830	201.530	189
379	381	7196.544	251.518	200.309	190
380	451	4027.901	322.871	202.148	190
381	457	4125.042	251.296	199.867	191
382	545	2073.996	322.867	201.893	191
383	714	982.643	322.899	201.334	192
384	527	1992.555	251.781	199.738	192
385	381	7282.181	251.485	200.478	193
386	449	3947.583	322.985	201.711	193
387	451	4125.303	251.425	200.166	194
388	560	2074.073	323.068	201.656	194
389	716	981.788	323.089	201.107	195
390	529	2009.367	252.028	199.876	195
391	376	7508.510	251.460	200.367	196
392	451	3947.203	322.894	201.166	196
393	450	4318.632	251.503	200.002	197
394	558	2064.442	323.000	201.136	197
395	714	978.611	323.066	200.774	198
396	524	2062.543	251.937	199.866	198
397	371	7777.722	251.388	199.519	199
398	452	3832.158	322.799	200.714	199
399	449	4427.940	251.268	199.154	200
400	554	2062.685	322.799	200.116	200
401	720	1004.961	322.972	199.976	201
402	510	2060.151	251.623	199.010	201
403	377	7614.735	251.282	199.691	202
404	452	3681.248	322.682	200.503	202
405	455	4403.572	251.296	199.383	203
406	573	1960.076	322.918	200.258	203
407	723	1056.188	323.008	199.744	204
408	515	2078.529	251.930	199.148	204
409	369	7772.368	251.501	199.527	205
410	451	3720.735	322.774	200.056	205
411	449	4561.719	251.408	199.090	206
412	567	1958.241	322.878	199.831	206
413	722	1051.437	322.797	199.213	207
414	511	2095.020	251.807	198.849	207
415	367	7748.564	252.060	199.202	208
416	451	3628.291	323.104	198.968	208
417	450	4516.029	252.023	199.041	209
418	583	1935.923	323.330	198.998	209
419	724	1056.196	323.266	198.641	210
420	522	2057.696	252.466	198.888	210
421	380	7660.750	251.757	198.210	211
422	448	3740.705	323.051	197.822	211
423	450	4369.983	251.765	198.140	212
424	564	1981.258	323.163	197.737	212
425	720	1012.480	323.138	197.328	213
426	524	2035.259	252.284	197.940	213
427	387	7624.468	251.150	197.851	214
428	451	4028.238	322.824	197.041	214
429	453	4407.460	251.265	197.492	215
430	547	2086.416	322.861	196.697	215
431	716	977.779	322.950	196.207	216
432	516	2027.635	251.899	197.104	216
433	446	4117.138	322.905	196.444	217
434	382	7675.917	251.321	197.446	217
435	544	2112.219	322.884	196.119	218
436	454	4459.530	251.321	197.201	218
437	711	950.127	322.976	195.438	219
438	520	2068.075	251.981	196.989	219
439	450	3882.350	323.141	195.921	220
440	376	7800.684	251.629	197.539	220
441	559	2033.918	323.249	195.764	221
442	453	4551.986	251.817	197.254	221
443	727	1011.737	323.302	195.160	222
444	518	2133.016	252.510	196.951	222
445	371	7903.041	252.135	197.788	223
446	452	3812.995	323.330	195.891	223
447	563	2012.589	323.413	195.660	224
448	449	4521.121	252.117	197.750	224
449	722	1027.131	323.402	195.171	225
450	509	2129.819	252.498	197.422	225
451	449	3591.979	323.225	195.259	226
452	364	7846.717	252.111	197.539	226
453	572	1954.432	323.262	195.262	227
454	448	4582.860	252.123	197.321	227
455	728	1069.326	323.230	194.737	228
456	517	2171.569	252.524	197.122	228
457	449	3633.532	323.000	194.835	229
458	367	7907.122	251.657	197.263	229
459	571	1951.913	323.173	194.739	230
460	451	4665.229	251.800	196.980	230
461	728	1065.068	323.173	194.244	231
462	506	2209.650	252.130	196.749	231
463	457	3369.928	322.888	193.987	232
464	373	7819.865	251.392	197.070	232
465	590	1840.155	322.916	193.787	233
466	447	4689.827	251.499	196.762	233
467	738	1149.573	322.944	193.527	234
468	498	2134.325	251.869	196.379	234
469	458	3202.187	322.651	193.730	235
470	348	8361.407	251.448	196.596	235
471	606	1735.557	322.652	193.215	236
472	443	5070.947	251.641	196.133	236
473	749	1230.051	322.866	192.878	237
474	493	2219.948	252.009	195.741	237
475	460	3081.805	322.434	193.168	238
476	347	8371.456	251.456	196.108	238
477	610	1704.832	322.442	192.963	239
478	441	5010.505	251.546	195.957	239
479	759	1263.083	322.473	192.487	240
480	498	2182.770	251.595	195.478	240
481	458	2827.667	322.210	192.689	241
482	351	8275.501	251.328	195.634	241
483	630	1543.672	322.229	192.321	242
484	438	4917.060	251.516	195.480	242
485	782	1385.565	322.532	191.874	243
486	498	2206.128	251.869	195.125	243
487	465	2717.768	321.878	191.546	244
488	354	8033.908	251.251	194.740	244
489	636	1430.568	321.950	191.222	245
490	438	4772.239	251.419	194.464	245
491	784	1442.952	322.301	191.166	246
492	502	2179.384	251.729	194.250	246
493	471	2626.289	321.630	191.163	247
494	372	7642.303	251.078	194.953	247
495	639	1366.526	321.633	190.808	248
496	439	4628.459	251.124	194.695	248
497	790	1476.116	322.091	190.787	249
498	503	2069.171	251.373	194.615	249
499	472	2661.012	321.152	191.013	250
500	351	7787.681	250.648	195.077	250
501	643	1427.884	321.371	190.576	251
502	447	4674.681	250.792	194.398	251
503	788	1472.391	321.877	190.346	252
504	497	2117.310	251.140	194.076	252
505	469	2603.107	321.276	190.721	253
506	368	7423.241	250.616	194.609	253
507	653	1327.428	321.477	190.284	254
508	450	4451.742	250.889	194.224	254
509	804	1512.601	321.899	189.878	255
510	499	1944.723	251.097	193.762	255
511	487	2453.523	321.646	190.378	256
512	364	7775.135	251.213	194.031	256
513	667	1196.043	321.587	190.049	257
514	443	4547.310	251.216	193.802	257
515	813	1562.507	321.985	189.636	258
516	504	2015.773	251.446	193.484	258
517	495	2390.346	321.565	190.575	259
518	375	7608.290	251.052	194.391	259
519	667	1161.132	321.470	190.310	260
520	442	4396.610	251.024	194.176	260
521	824	1566.426	321.890	189.993	261
522	499	2028.980	251.283	194.057	261
523	502	2388.576	321.398	190.224	262
524	396	7345.591	250.584	194.656	262
525	673	1130.894	321.362	189.864	263
526	449	4308.735	250.724	194.436	263
527	836	1569.696	321.925	189.627	264
528	497	2040.696	251.182	194.377	264
529	509	2305.520	321.429	190.435	265
530	406	7072.402	250.589	195.004	265
531	674	1061.435	321.389	190.102	266
532	449	3980.191	250.839	194.678	266
533	855	1568.814	322.088	189.891	267
534	512	1928.801	251.301	194.416	267
535	507	2265.923	321.054	190.617	268
536	414	6460.053	250.089	194.651	268
537	681	1036.563	321.050	190.117	269
538	454	3747.921	250.236	193.979	269
539	856	1554.423	321.758	189.641	270
540	518	1851.691	250.735	193.706	270
541	512	2301.838	321.403	190.391	271
542	427	6126.117	250.021	194.573	271
543	681	1050.318	321.267	190.085	272
544	474	3237.622	250.146	193.988	272
545	845	1569.610	321.879	189.735	273
546	539	1770.509	250.806	193.582	273
547	495	2396.901	320.897	191.093	274
548	442	5602.832	249.126	194.451	274
549	668	1148.703	320.813	190.737	275
550	472	2986.027	249.347	194.168	275
551	830	1558.152	321.285	190.460	276
552	536	1717.211	250.241	194.217	276
553	500	2340.913	320.648	190.924	277
554	415	6257.164	249.521	194.375	277
555	674	1090.883	320.567	190.495	278
556	468	3207.235	249.656	193.984	278
557	846	1553.761	321.254	190.392	279
558	542	1690.360	250.639	194.035	279
559	515	2283.436	320.703	191.165	280
560	426	5905.470	249.571	193.897	280
561	691	1037.688	320.796	190.567	281
562	471	3109.320	250.104	193.502	281
563	862	1551.414	321.477	190.316	282
564	559	1730.934	251.010	192.992	282
565	523	2248.384	320.783	191.262	283
566	427	5744.457	250.102	193.968	283
567	693	1031.250	320.600	190.664	284
568	480	2976.713	249.929	193.622	284
569	861	1548.781	321.222	190.180	285
570	549	1641.724	250.788	193.565	285
571	506	2286.997	320.473	190.858	286
572	426	5907.821	249.526	193.635	286
573	679	1033.685	320.375	190.544	287
574	463	3019.132	249.543	193.508	287
575	853	1551.988	320.870	190.032	288
576	553	1681.303	250.168	193.126	288
577	505	2310.095	320.508	191.178	289
578	428	6014.783	249.232	193.664	289
579	678	1078.724	320.613	190.736	290
580	457	3054.655	249.568	193.606	290
581	856	1551.464	321.175	190.553	291
582	562	1709.601	250.360	193.817	291
583	518	2251.922	321.105	190.940	292
584	431	6081.423	250.070	193.541	292
585	687	1035.097	321.071	190.366	293
586	456	3040.764	250.213	193.389	293
587	861	1544.729	321.661	190.083	294
588	565	1667.029	250.997	193.250	294
589	521	2230.342	321.418	190.903	295
590	435	6000.490	250.393	193.316	295
591	680	1019.848	321.339	190.282	296
592	458	2972.473	250.487	193.107	296
593	863	1543.854	321.803	189.777	297
594	572	1614.885	251.227	192.848	297
595	406	8201.009	321.215	190.723	298
596	241	9184.580	249.563	192.829	298
597	439	5227.483	321.004	190.404	299
598	288	8552.151	249.968	192.729	299
599	496	2447.008	321.141	189.958	300
600	427	5989.317	250.526	192.266	300
