 	Area	StdDev	XM	YM	Slice
733	631	2870.977	433.489	150.298	243
734	537	3207.150	362.148	149.555	243
735	546	3449.633	290.566	139.653	244
736	431	8610.683	362.467	150.048	244
737	491	7839.529	433.991	150.703	244
738	214	462.908	260.813	179.449	244
739	708	2011.797	290.162	139.606	245
740	486	6264.560	362.287	149.971	245
741	512	5315.733	433.729	150.438	245
742	942	1441.015	289.930	139.633	246
743	628	2851.283	433.464	150.323	246
744	532	3233.034	362.113	149.769	246
745	543	3509.388	290.515	139.829	247
746	491	7775.418	433.944	150.756	247
747	420	8629.930	362.331	150.331	247
748	209	412.629	259.813	178.482	247
749	709	2089.666	290.157	139.624	248
750	486	6257.843	362.294	150.260	248
751	513	5254.960	433.705	150.735	248
752	943	1440.894	289.689	139.573	249
753	534	3268.050	362.077	150.076	249
754	628	2870.806	433.386	150.674	249
755	537	3505.009	290.407	139.538	250
756	494	7724.462	433.905	150.983	250
757	429	8560.702	362.394	150.618	250
758	218	407.773	259.587	178.224	250
759	711	2087.940	290.288	139.356	251
760	493	6175.318	362.309	150.530	251
761	514	5204.091	433.731	151.118	251
762	243	350.395	259.476	178.549	251
763	206	298.198	350.230	102.709	252
764	940	1461.478	289.816	139.285	252
765	650	2805.658	433.369	150.896	252
766	534	3204.609	362.077	150.404	252
767	536	3503.852	290.239	139.453	253
768	436	8504.238	362.303	150.931	253
769	501	7705.946	433.826	151.432	253
770	209	424.022	259.605	178.823	253
771	700	2107.490	289.925	139.272	254
772	488	6163.715	362.195	150.682	254
773	515	5124.581	433.606	151.298	254
774	238	328.728	259.447	178.853	254
775	935	1456.215	289.518	139.272	255
776	657	2755.174	433.416	150.936	255
777	536	3194.400	362.067	150.554	255
778	533	3523.684	290.234	139.549	256
779	498	7659.734	433.763	151.131	256
780	431	8499.418	362.240	150.944	256
781	692	2112.168	290.011	139.402	257
782	488	6120.332	362.156	150.705	257
783	516	5086.642	433.555	150.904	257
784	929	1417.775	289.653	139.348	258
785	653	2763.806	433.370	151.063	258
786	530	3166.728	362.033	150.650	258
787	534	3545.644	290.016	139.580	259
788	502	7640.284	433.676	151.679	259
789	429	8469.504	362.148	151.336	259
790	694	2180.336	289.709	139.253	260
791	482	6116.499	362.084	150.962	260
792	519	5171.771	433.489	151.387	260
793	200	294.718	349.824	103.036	261
794	914	1422.878	289.633	139.073	261
795	647	2793.121	433.299	151.136	261
796	535	3227.658	361.939	150.839	261
797	528	3683.288	289.873	139.254	262
798	497	7761.186	433.519	151.516	262
799	427	8552.004	361.941	151.462	262
800	679	2276.783	289.608	139.023	263
801	483	6208.870	361.870	151.129	263
802	520	5260.901	433.276	151.293	263
803	201	289.728	349.751	103.123	264
804	906	1382.662	289.508	138.711	264
805	634	2818.251	433.102	151.213	264
806	531	3285.385	361.737	150.857	264
807	521	3556.918	289.999	139.465	265
808	495	7821.541	433.576	152.060	265
809	423	8577.611	361.984	151.804	265
810	681	2177.065	289.645	139.338	266
811	486	6298.153	361.876	151.494	266
812	522	5258.036	433.311	151.937	266
813	912	1401.365	289.579	138.942	267
814	632	2873.878	433.072	151.620	267
815	530	3360.754	361.738	151.168	267
816	512	3620.938	290.088	139.853	268
817	492	7870.474	433.624	152.772	268
818	407	8693.798	362.018	152.305	268
819	684	2249.329	289.674	139.819	269
820	484	6388.422	361.886	152.072	269
821	522	5382.276	433.281	152.911	269
822	231	507.807	258.869	180.976	269
823	899	1425.384	289.465	139.457	270
824	525	3406.461	361.792	151.741	270
825	624	2892.366	433.117	152.633	270
826	512	3723.275	290.013	140.002	271
827	497	7844.597	433.646	153.832	271
828	407	8761.798	362.029	152.984	271
829	681	2349.826	289.641	139.871	272
830	485	6435.186	362.001	152.670	272
831	519	5369.241	433.422	153.816	272
832	878	1434.474	289.321	139.577	273
833	628	2863.313	433.169	153.444	273
834	523	3402.515	361.923	152.371	273
835	507	3718.087	290.018	140.322	274
836	498	7834.219	433.645	154.274	274
837	403	8762.828	362.028	153.266	274
838	677	2331.663	289.730	140.226	275
839	483	6433.509	362.025	152.939	275
840	515	5375.454	433.411	154.017	275
841	202	301.721	349.864	104.886	276
842	881	1449.635	289.351	140.006	276
843	524	3442.918	361.917	152.738	276
844	620	2893.671	433.128	153.988	276
845	501	3743.798	290.167	140.815	277
846	490	7879.840	433.695	154.682	277
847	399	8809.874	362.097	153.576	277
848	678	2347.649	290.024	140.536	278
849	485	6458.603	362.165	153.330	278
850	517	5345.452	433.547	154.597	278
851	876	1445.355	289.662	140.233	279
852	524	3451.127	362.172	153.159	279
853	625	2852.784	433.316	154.565	279
854	517	3660.032	290.332	141.011	280
855	396	8782.322	362.160	154.020	280
856	490	7867.398	433.774	155.295	280
857	688	2224.209	290.127	140.640	281
858	486	6515.290	362.226	153.670	281
859	517	5375.618	433.594	155.125	281
860	894	1428.738	289.870	140.507	282
861	521	3490.911	362.332	153.501	282
862	623	2900.246	433.504	155.194	282
863	523	3570.898	290.755	141.081	283
864	490	7984.994	433.887	155.933	283
865	398	8872.530	362.245	154.464	283
866	200	300.088	308.140	95.403	284
867	690	2269.163	290.600	140.456	284
868	479	6716.022	362.382	154.039	284
869	512	5496.630	433.709	155.503	284
870	221	553.139	260.128	180.803	284
871	884	1459.553	290.224	140.250	285
872	516	3637.833	362.461	153.961	285
873	611	2976.798	433.502	155.615	285
874	523	3695.994	290.574	141.194	286
875	391	8956.071	362.246	154.679	286
876	483	8054.110	433.852	156.238	286
877	681	2329.341	290.311	140.765	287
878	482	6817.870	362.295	154.312	287
879	514	5614.102	433.617	156.000	287
880	204	457.212	260.113	180.308	287
881	867	1439.089	289.891	140.418	288
882	516	3759.638	362.340	153.994	288
883	603	3028.649	433.391	155.681	288
884	515	3737.713	290.789	141.560	289
885	401	8903.945	362.611	155.277	289
886	477	8058.372	434.156	156.961	289
887	672	2350.324	290.532	141.237	290
888	480	6941.540	362.640	155.032	290
889	514	5594.874	433.881	156.811	290
890	863	1448.786	290.202	140.806	291
891	506	3775.349	362.594	154.582	291
892	617	2965.708	433.730	156.407	291
893	525	3564.047	291.074	141.585	292
894	411	8775.773	362.911	155.513	292
895	490	7936.470	434.421	156.971	292
896	671	2319.431	290.868	141.322	293
897	485	6831.597	362.879	155.336	293
898	515	5416.699	434.158	157.113	293
899	875	1499.245	290.556	140.955	294
900	507	3717.803	362.768	155.116	294
901	621	2909.264	433.910	157.014	294
902	521	3648.448	291.414	141.337	295
903	413	8708.891	363.139	155.985	295
904	494	7847.795	434.617	157.557	295
905	677	2367.969	291.048	141.011	296
906	487	6717.691	363.058	155.680	296
907	513	5310.564	434.372	157.489	296
908	860	1480.047	290.675	140.779	297
909	519	3629.468	362.959	155.487	297
910	624	2874.321	434.197	157.325	297
911	522	3609.507	291.185	141.564	298
912	420	8633.316	363.222	156.563	298
913	492	7697.261	434.626	158.177	298
914	671	2348.107	291.009	141.213	299
915	487	6537.592	363.197	156.151	299
916	513	5156.162	434.441	157.805	299
917	867	1483.571	290.798	140.942	300
918	519	3529.320	363.098	155.915	300
919	641	2786.766	434.333	157.695	300
